image_file,artifact_id,width,height,aspect_ratio,pixels
БП12-Г01-6560_orig.jpg,БП12-Г01-6560,1080,1519,0.7109940750493746,1640520
БП12-Г01-6940_orig.jpg,БП12-Г01-6940,1080,1380,0.782608695652174,1490400
БП12-Г01-7005_orig.jpg,БП12-Г01-7005,1080,886,1.2189616252821671,956880
БП12-Г01-7058_orig.jpg,БП12-Г01-7058,1080,1651,0.6541490006056935,1783080
БП12-Г01-7079_orig.jpg,БП12-Г01-7079,1080,678,1.592920353982301,732240
БП12-Г01-7209_orig.jpg,БП12-Г01-7209,1080,918,1.1764705882352942,991440
БП12-Г01-7210_orig.jpg,БП12-Г01-7210,1080,669,1.6143497757847534,722520
БП12-Г01-7211_orig.jpg,БП12-Г01-7211,1080,449,2.4053452115812917,484920
БП12-Г01-7212_orig.jpg,БП12-Г01-7212,1080,662,1.6314199395770392,714960
БП12-Г01-7213_orig.jpg,БП12-Г01-7213,1080,687,1.5720524017467248,741960
БП12-Г01-7262_orig.jpg,БП12-Г01-7262,1080,1801,0.5996668517490283,1945080
БП12-Г01-7263_orig.jpg,БП12-Г01-7263,837,1920,0.4359375,1607040
БП12-Г01-7271_orig.jpg,БП12-Г01-7271,1080,662,1.6314199395770392,714960
БП12-Г01-7274_orig.jpg,БП12-Г01-7274,1080,1538,0.7022106631989596,1661040
БП12-Г01-7738_orig.jpg,БП12-Г01-7738,841,1920,0.43802083333333336,1614720
БП12-Г01-7742_orig.jpg,БП12-Г01-7742,1080,1888,0.5720338983050848,2039040
БП12-Г01-7754_orig.jpg,БП12-Г01-7754,1080,751,1.4380825565912116,811080
БП12-Г01-7762_orig.jpg,БП12-Г01-7762,1033,1920,0.5380208333333333,1983360
БП12-Г01-7977_orig.jpg,БП12-Г01-7977,1061,1920,0.5526041666666667,2037120
БП12-Г01-8799_orig.jpg,БП12-Г01-8799,1080,1416,0.7627118644067796,1529280
БП12-Г01-8837_orig.jpg,БП12-Г01-8837,1080,464,2.3275862068965516,501120
БП12-Г01-8844_orig.jpg,БП12-Г01-8844,1080,880,1.2272727272727273,950400
БП12-Г02-1422_orig.jpg,БП12-Г02-1422,757,1920,0.39427083333333335,1453440
БП12-Г02-1735_orig.jpg,БП12-Г02-1735,1080,1020,1.0588235294117647,1101600
БП12-Г02-2581_orig.jpg,БП12-Г02-2581,1080,407,2.6535626535626538,439560
БП12-Г02-2655_orig.jpg,БП12-Г02-2655,1080,591,1.8274111675126903,638280
БП12-Г02-2723_orig.jpg,БП12-Г02-2723,1080,440,2.4545454545454546,475200
БП12-Г02-2791_orig.jpg,БП12-Г02-2791,1080,523,2.0650095602294454,564840
БП12-Г02-3656_orig.jpg,БП12-Г02-3656,1080,1076,1.003717472118959,1162080
БП12-Г02-3659_orig.jpg,БП12-Г02-3659,1080,1100,0.9818181818181818,1188000
БП12-Г02-3807_orig.jpg,БП12-Г02-3807,992,1920,0.5166666666666667,1904640
БП12-Г02-3865_orig.jpg,БП12-Г02-3865,1080,1120,0.9642857142857143,1209600
БП12-Г02-3866_orig.jpg,БП12-Г02-3866,1080,669,1.6143497757847534,722520
БП12-Г02-3927_orig.jpg,БП12-Г02-3927,1080,748,1.4438502673796791,807840
БП12-Г02-3983_orig.jpg,БП12-Г02-3983,1080,498,2.1686746987951806,537840
БП12-Г02-3984_orig.jpg,БП12-Г02-3984,1080,1718,0.6286379511059371,1855440
БП12-Г02-4011_orig.jpg,БП12-Г02-4011,982,1920,0.5114583333333333,1885440
БП12-Г02-4183_orig.jpg,БП12-Г02-4183,929,1920,0.48385416666666664,1783680
БП12-Г02-4189_orig.jpg,БП12-Г02-4189,1077,1920,0.5609375,2067840
БП12-Г02-4190_orig.jpg,БП12-Г02-4190,654,1920,0.340625,1255680
БП12-Г02-4243_orig.jpg,БП12-Г02-4243,1080,987,1.094224924012158,1065960
БП12-Г02-4257_orig.jpg,БП12-Г02-4257,1080,1748,0.6178489702517163,1887840
БП12-Г02-4270_orig.jpg,БП12-Г02-4270,938,1920,0.48854166666666665,1800960
БП12-Г02-4540_orig.jpg,БП12-Г02-4540,634,1920,0.3302083333333333,1217280
БП12-Г02-4708_orig.jpg,БП12-Г02-4708,1080,1657,0.651780325890163,1789560
БП12-Г02-4758_orig.jpg,БП12-Г02-4758,1080,1454,0.7427785419532325,1570320
БП12-Г02-5150_orig.jpg,БП12-Г02-5150,793,1920,0.41302083333333334,1522560
БП12-Г02-5226_orig.jpg,БП12-Г02-5226,1080,218,4.954128440366972,235440
БП12-Г02-5243_orig.jpg,БП12-Г02-5243,543,1920,0.2828125,1042560
БП12-Г02-5276_orig.jpg,БП12-Г02-5276,895,1920,0.4661458333333333,1718400
БП12-Г02-5372_orig.jpg,БП12-Г02-5372,1080,438,2.4657534246575343,473040
БП12-Г02-6877_orig.jpg,БП12-Г02-6877,1080,714,1.5126050420168067,771120
БП12-Г02-8020_orig.jpg,БП12-Г02-8020,1011,1920,0.5265625,1941120
БП12-Г02-8137_orig.jpg,БП12-Г02-8137,1029,1920,0.5359375,1975680
БП12-Т01-8069_orig.jpg,БП12-Т01-8069,1080,1858,0.581270182992465,2006640
БП12-Т01-8071_orig.jpg,БП12-Т01-8071,1080,1240,0.8709677419354839,1339200
БП12-Т01-8073_orig.jpg,БП12-Т01-8073,1080,1246,0.8667736757624398,1345680
БП12-Т01-8074_orig.jpg,БП12-Т01-8074,920,1920,0.4791666666666667,1766400
БП12-Т02-7986_orig.jpg,БП12-Т02-7986,1080,499,2.164328657314629,538920
Заг11-ш01-Г01-055_orig.jpg,Заг11-ш01-Г01-055,9684,6166,1.5705481673694452,59711544
Заг11-ш01-Г02-067_orig.jpg,Заг11-ш01-Г02-067,8632,5536,1.5592485549132948,47786752
Заг11-ш01-Г02-068_orig.jpg,Заг11-ш01-Г02-068,6942,12475,0.5564729458917835,86601450
Заг11-ш01-Г03-145_orig.jpg,Заг11-ш01-Г03-145,7508,12510,0.6001598721023181,93925080
Заг11-ш02-Г02-242_orig.jpg,Заг11-ш02-Г02-242,10140,6898,1.4699913018266164,69945720
Заг11-ш02-Г02-246_orig.jpg,Заг11-ш02-Г02-246,8072,5472,1.4751461988304093,44169984
Заг11-ш02-Г04-279_orig.jpg,Заг11-ш02-Г04-279,9168,6478,1.4152516208706392,59390304
КБ-2014-Р1-0094_orig.jpg,КБ-2014-Р1-0094,7610,6174,1.2325882734045999,46984140
